name,marla,area_sqft,floor_number,total_floors,built_year,address,description,floor,floors_in_building,bedrooms,bathrooms,kitchens,servant_quarters,store_rooms,price,society,luxury_score,drawing_room,dining_room,lounge_or_sitting_room,laundry_room,study_room,prayer_room,powder_room,gym,steam_room,other_rooms
"3 BHK Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab",11.0,2994.75,1.0,1.0,2011.0,"Askari 11 - Sector B Apartments, Askari 11, Askari, Lahore, Punjab","We are Offering : Ground Floor 3 Beds 11 Marla Ideal Location Apartment for Sale in Sector B Askari 11 Lahore. it Includes: 3 Beds 4 Bath Kitchen TV Lounge Drawing / Dining Store Room Powder Room Laundry Room Servant Room Nearby Shopping Malls, Restaurants School , Hospital , Banks Nearby Ring Road and Allama Iqbal International Airport All other Facilities are Available here. More Detail Call us Now",1.0,1.0,3.0,3.0,1.0,1.0,1.0,30000000,Askari 11,124,1,1,1,1,1,1,0,0,0,0
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,5.0,8.0,2022.0,"Askari 11, Askari, Lahore, Punjab","10 Marla Park-Facing Apartment for Sale Askari 11, Sector B Perfectly located 2nd-floor unit with: 3 Bed + Attached Baths TV Lounge & Dining Modern Kitchen Store, Laundry & Servant Quarter Covered Parking Prime Spot: Park-facing, bright, and airy. Why Buy? Secure gated community, peaceful view, great rental & resale va",5.0,8.0,3.0,3.0,1.0,1.0,1.0,31500000,Askari 11,102,1,1,1,1,1,1,1,1,1,0
"4 BHK Askari 11, Askari, Lahore, Punjab",12.0,3267.0,,,2017.0,"Askari 11, Askari, Lahore, Punjab","Open View 12 Marla 4 Bed Flat On 3rd Floor For Sale In Askari 11 Lahore Some Features are here 4 Bedrooms with attached baths 1 Powder Room Drawing/ Dining TV Lounge 1 Kitchen Servant Quarter Located In the Center of DHA i,e Between Phase-5 & Phase 6. Located Almost in the Center of Ring Road. Allama Iqbal International Airport & Many Recreational Facilities Located Nearby. Ideal, Pleasing & Disciplined Living Environment. 24-7 Security Service. Management Office Just Next Door. Well Planned Designed & Marvelous flat.",,,4.0,5.0,1.0,1.0,1.0,33800000,Askari 11,100,1,1,1,1,0,0,1,0,0,1
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,1.0,8.0,2018.0,"Askari 11, Askari, Lahore, Punjab",3 BED APARTMENT FOR SALE AT MARCOPOLO TOWER LOCATED IN ASKRI 11. ITS CONTAIN GATED COMMUNITY AND 24/7 CCTV. IT HAVE 3 MASTER BEDS WITH ATTACHED BATHS HAVING SERVANT QUARTER WITH SEPARATE ENTRNCE.,1.0,8.0,3.0,4.0,1.0,1.0,1.0,29000000,Askari 11,107,1,1,1,1,1,0,0,0,0,0
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2018.0,"Askari 11, Askari, Lahore, Punjab",10 MARLA 3 BEDROOM FLAT AVAILBLE FOR SALE IN ASKARI 11 LAHORE,,,3.0,4.0,1.0,1.0,1.0,24500000,Askari 11,129,1,1,1,1,1,1,1,1,1,0
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2021.0,"Askari 11, Askari, Lahore, Punjab",10 MARLA 3 BEDROOM FLAT AVAILBLE FOR SALE IN ASKARI 11 LAHORE,,,3.0,4.0,1.0,1.0,1.0,32500000,Askari 11,109,1,1,1,1,1,1,0,0,1,0
"4 BHK Askari 10, Askari, Lahore, Punjab",11.0,2994.75,,,2025.0,"Askari 10, Askari, Lahore, Punjab","This newly constructed unit offers a modern layout and premium finish, facing Ring Road with a beautiful open view. Ideal for families looking for a ready-to-move-in, secure, and peaceful living space in one of Lahores most reputable societies. Property Features: Size: 11 Marla Condition: Brand New Bedrooms: 4 (with attached bathrooms) Drawing Room & Dining Area Spacious TV Lounge Spacious Kitchen Servant Quarter with Bath Store Room Balcony with panoramic Ring Road view Excellent ventilation and natural light 24/7 Security & CCTV Surveillance Gated and Peaceful Community Family-Friendly Environment Park, Masjid, and Commercial Market Nearby Easy Access to Ring Road, DHA, Airport,Cantt, and other key areas Location: Askari 10 Sector S, Lahore Facing Ring Road Prime & Peaceful Location with Stunning View Contact Now to book a visit and own this brand new, ready-to-live-in flat in Lahore's top residential society. Price is Negotiable",,,4.0,4.0,1.0,1.0,1.0,41500000,Askari 10,118,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,,,2017.0,"Askari 11, Askari, Lahore, Punjab","Experience Elevated Living With This Beautifully Maintained 3-Bedroom Apartment, Ideally Located On The 6th Floor In The Prestigious Askari 11, Lahore. Offering A Superb Open View And A Peaceful Atmosphere, This Flat Is Perfect For Families Seeking Comfort, Security, And Convenience. All Attached Pictures Are 100% Original. Property Features: 3 Spacious Bedrooms With Attached Bathrooms Bright &Amp Functional Kitchen Elegant Drawing &Amp Dining Area Comfortable TV Lounge Servant Quarter With Separate Access Dedicated Store Room Open &Amp Airy Layout With Ample Natural Light Location Advantages: Prime Position Between DHA Phase 5 &Amp Phase 6 Direct Connectivity To Lahore Ring Road Close Proximity To Allama Iqbal International Airport Surrounded By Parks, Malls, And Recreational Facilities Peaceful And Disciplined Community Living Why Choose Askari 11? One Of The Most Secure And Well-Planned Residential Communities In Lahore, Offering 24/7 Security, Clean Surroundings, And A Family-Friendly Lifestyle. Price Is Negotiable. For Further Details Or To Schedule A Visit, Please Contact Us.",,,3.0,4.0,1.0,1.0,1.0,32200000,Askari 11,113,1,1,1,1,0,0,1,0,0,1
"4 BHK Askari 11, Askari, Lahore, Punjab",12.0,3267.0,,7.0,2017.0,"Askari 11, Askari, Lahore, Punjab","Spacious and beautifully designed 12 Marla flat available for sale in the most sought-after area of Askari 11, Sector B Lahore. Located on the 3rd floor, this apartment offers comfort, style, and security perfect for families looking for a peaceful and premium lifestyle. Property Features: 4 Bedrooms with attached modern bathrooms Drawing & Dining Room Fully equipped Kitchen Spacious TV Lounge Store Room for extra storage Servant Quarter with attached bath Location Highlights: Situated in the hot location of Askari 11, close to parks, markets, and main roads Secure gated community with 24/7 surveillance Clean, peaceful environment ideal for families Contact now to schedule a visit and make this elegant apartment your new home!",,7.0,4.0,5.0,1.0,1.0,1.0,33900000,Askari 11,83,1,1,1,1,0,0,1,0,0,1
"3 BHK Askari 11, Askari, Lahore, Punjab",10.0,2722.5,2.0,8.0,2025.0,"Askari 11, Askari, Lahore, Punjab","03 Bed Apartment 3Bed 1Kitchen Drawing , Dining & Tv Lounge Spacious Store Servant Room With Bath Near To : Commercial Area Schools Jalal Sons Gloria Jeans Cafe McDonald Interested Client Contact Alif Meem Estate",2.0,8.0,3.0,4.0,1.0,1.0,1.0,29000000,Askari 11,123,1,1,1,0,1,1,1,1,1,1
"3 BHK Askari 10, Askari, Lahore, Punjab",10.0,2722.5,10.0,8.0,2012.0,"Askari 10, Askari, Lahore, Punjab",Cover area 10 Marla Good Condition Apartment with Attractive view 3 Bedrooms 3 Washrooms 1 Kitchen 1 Store Room Servant Room With Attached Washroom 1 Car parking Space,10.0,8.0,3.0,3.0,1.0,1.0,1.0,37000000,Askari 10,133,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,10.0,2025.0,"Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector G Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald. The apartment is located in the lush green Serene Environment of Sector G askari 10 near to airport and green Areas.",3.0,10.0,5.0,5.0,1.0,1.0,1.0,44000000,Askari 10,72,1,1,0,0,1,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,10.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonalds, the apartment is located in the lush green Serene Environment of Sector S askari 10 Area to airport and green Areas.",3.0,10.0,5.0,5.0,1.0,1.0,1.0,45000000,Askari 10,80,1,1,0,0,1,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,5.0,10.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald's apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",5.0,10.0,5.0,5.0,1.0,1.0,1.0,44500000,Askari 10,121,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,5.0,10.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald's. The apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",5.0,10.0,5.0,5.0,1.0,1.0,1.0,45000000,Askari 10,85,1,1,0,0,0,0,0,0,0,1
"4 BHK Askari 10, Askari, Lahore, Punjab",12.2,3321.45,6.0,10.0,2025.0,"Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector G Askari 10 Near to mosque, Kids Play Area, School, Colleges, Hospital, Park, Gym, Community Centre, Market, KFC MacDonald apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",6.0,10.0,5.0,5.0,1.0,1.0,1.0,43500000,Askari 10,80,1,1,0,0,1,1,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,10.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This 4 Bedroom Brand New Apartment is Located in Sector S Askari 10 Near to mosque , Kids Play Area , School, Colleges, Hospital, Park, Gym , Community Centre , Market, KFC Mackdonald,. The apartment is located in the lush green Serene Environment of Sector S askari 10 near to airport and green Areas.",3.0,10.0,5.0,5.0,1.0,1.0,1.0,44500000,Askari 10,80,1,1,0,0,1,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.0,3267.0,,,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","Lahore is full of property options if you are willing to relocate. You are only one step away from booking your unit in Askari 10 - Sector S which is among the top locations. The Flat is surrounded by all kinds of facilities so that you don't have to drive too far for necessities. Rs. 44400000 is quite reasonable for the kind of property you are looking for. Your future self will thank you for investing in 12 Marla property today. We have something special in store for you when we say that you should definitely buy this property. After you fill the web form, our representative will get in touch.",,,5.0,6.0,2.0,1.0,2.0,44400000,Askari 10,110,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.0,3267.0,,,2023.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","Living in Askari 10 - Sector S would give you the peace of mind you need most. A modern looking Flat in a posh location is all you need to live your best life. The unit up for sale is your best bet as it offers a comfortable life in a central location. This property available for as low as Rs. 44500000 right now has the potential to shoot up in value in no time at all. The futuristic Flat in Lahore for sale. The property covers an area of 12 Marla for you and your family. Find out the basic features of the property below. Kids can freely play at the garden near the Flat. Security services monitor the building at all times for any suspicious activity. This Flat has a spacious sitting area where family members can get together to relax. Having a community swimming pool is an amenity that everyone can enjoy. The spacious lawn in the Flat serves to be a kids play area while ensuring the safety of your kids. The Flat has a Jamiah mosque at a convenient walking distance from it. The open dining room that comes with this property is perfect for large family gatherings. We can help you find the best property that suits your needs, so contact us today for more information.",,,4.0,4.0,2.0,1.0,1.0,44500000,Askari 10,110,1,1,1,1,1,1,1,1,1,1
"4 BHK Askari 10, Askari, Lahore, Punjab",12.2,3321.45,6.0,10.0,2025.0,"Askari 10, Askari, Lahore, Punjab","This apartment is located near to Sector F in the Newly Constructed Sector G. This is A veer Luxuries apartment with 4 bedrooms 5 baths along with servant quarter . This apartment is located near to Ring Road, Airport, Mosque, School, Colleges, Hospital, Park, Kids Play area.",6.0,10.0,4.0,5.0,1.0,1.0,1.0,41500000,Askari 10,86,1,1,0,0,1,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,3.0,10.0,2025.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This apartment is located near to Airport, Ring Road, Mosque, Market, Park, Kids Play Area, Kfc, MacDonalds. This is centrally located apartment in the heart of the city in the lush green environments of Sec S Askari 10.",3.0,10.0,4.0,5.0,1.0,1.0,1.0,44000000,Askari 10,87,1,1,1,0,1,0,0,0,0,1
"3 BHK Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab",10.9,2967.525,8.0,8.0,2024.0,"Askari 10 - Sector F, Askari 10, Askari, Lahore, Punjab","This is a three-bedroom apartment in Sec F askari 10. The Apartment is located near to Mosque, Kids Play Area, Park, Market, Ring Road, Airport. This apartment is in the lush green Serene Environment of Sector F Askari 10.",8.0,8.0,4.0,4.0,1.0,1.0,1.0,36500000,Askari 10,104,1,1,0,0,0,0,0,0,0,1
"4 BHK Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab",12.2,3321.45,,,2003.0,"Askari 10 - Sector S, Askari 10, Askari, Lahore, Punjab","This is a brand-new apartment apartment is located near to Ring Road, Airport, KFC, MacDonald, Market, mosque, School, College, Hospital. The Apartment is located in the lush green Serene Environment of Askari 10 with soundproof Security.",,,4.0,4.0,1.0,1.0,1.0,42500000,Askari 10,110,1,1,1,1,1,1,1,1,1,1
"3 BHK Askari 11, Askari, Lahore, Punjab",11.0,2994.75,,,,"Askari 11, Askari, Lahore, Punjab","Paramount Property solutions Offers, 11 Marla Modern 3-Bedroom Apartment With Spectacular View Available for Rent In Sector B, Askari 11, Lahore ! Property Features: 3 spacious bedrooms with wall papers 4 modern bathrooms + a powder room) Stylish designer kitchen with built-in cabinets Drawing room and living room Dedicated ground Floor car parking Split air conditioning and ceiling fans Laundry/utility area 24/7 security in a gated community Backup power supply High-speed internet ready Modern sanitary fittings Built-in wardrobes Close proximity to parks and green spaces, Commercial Area and McDonald's Near commercial areas and grocery stores Walking distance to mosque Easy access to schools and public transport For more information or to arrange a visit, contact us today: Phone: View Contact Detail",,,,,,,,34500000,Askari 11,26,0,0,0,0,0,0,0,0,0,0
"4 BHK Askari 10, Askari, Lahore, Punjab",12.9,3512.025,7.0,9.0,2025.0,"Askari 10, Askari, Lahore, Punjab","12-Marla Apartment for Sale in Askari-10, Lahore. 1. Nearby Park & Mosque. 2.04-Bedrooms with Attached Bathrooms. 3. Drawing Room & Dining Area. 4. Kitchen. 5. TV Lounge. 6. Store Room. 7. Servant Quarter with Attach Washroom. 8. Parking Space for 01-Car. 9.24/7 Security. And other all facilities are available in the society like Bank, Football Arena, Market, Mosque, McDonalds etc. . . Pictures are not the exact Apartment but the design is same For more details and visit please Contact any time",7.0,9.0,4.0,5.0,1.0,1.0,,45500000,Askari 10,118,1,1,0,0,1,1,1,1,0,0
"3 BHK Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab",12.0,3267.0,1.0,1.0,2010.0,"Askari 11 - Sector D, Askari 11, Askari, Lahore, Punjab","We are Offering : Brand New 3 Beds 12 Marla Ideal Location Apartment for Sale in Sector D Askari 11 Lahore. it Includes: 3 Beds 4 Bath Kitchen TV Lounge Drawing / Dinning Store Room Powder Room Laundry Room Servant Room Nearby Shopping Malls, Restaurants School , Hospital , Banks Nearby Ring Road and Allama Iqbal International Airport All other Facilities are Available here. More Detail Call us Now",1.0,1.0,3.0,3.0,1.0,1.0,1.0,36500000,Askari 11,139,1,1,1,1,1,1,1,1,1,1
